age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,capital,income
50,Private,124963,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,99999,>50K
54,Private,215990,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,-1887,>50K
55,Private,97197,Some-college,Divorced,Sales,Not-in-family,White,Female,50,United-States,0,<=50K
32,Private,175856,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,-1902,>50K
57,Private,107443,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Portugal,0,<=50K
17,?,237272,10th,Never-married,?,Own-child,White,Male,30,United-States,0,<=50K
47,Private,200734,HS-grad,Separated,Priv-house-serv,Not-in-family,Black,Female,50,Nicaragua,0,<=50K
20,Private,211345,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,20,United-States,0,<=50K
64,Private,286732,HS-grad,Widowed,Sales,Not-in-family,White,Female,17,United-States,0,<=50K
20,Private,218068,Some-college,Never-married,Transport-moving,Own-child,White,Male,23,United-States,0,<=50K
20,Private,316702,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,0,<=50K
21,Private,113106,Some-college,Never-married,Other-service,Own-child,White,Female,30,United-States,0,<=50K
26,Private,58426,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,<=50K
31,Private,101352,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0,<=50K
61,Private,191417,9th,Widowed,Exec-managerial,Not-in-family,Black,Male,65,United-States,0,<=50K
37,Self-emp-not-inc,284616,Some-college,Never-married,Sales,Own-child,White,Male,48,United-States,0,<=50K
43,Private,252519,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,Haiti,0,>50K
51,Private,117253,HS-grad,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,0,<=50K
18,?,271935,11th,Never-married,?,Other-relative,White,Female,20,United-States,0,<=50K
37,Private,49115,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,>50K
41,Private,191547,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,99999,>50K
29,Private,267034,11th,Never-married,Craft-repair,Own-child,Black,Male,40,Haiti,0,<=50K
60,Private,169204,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,<=50K
17,Private,147497,5th-6th,Never-married,Sales,Own-child,White,Female,20,United-States,0,<=50K
53,Self-emp-not-inc,105478,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,-2415,>50K
23,Private,133239,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0,<=50K
61,Private,353031,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,<=50K
34,Private,221396,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,<=50K
42,?,240027,HS-grad,Divorced,?,Not-in-family,Black,Female,40,United-States,0,<=50K
21,?,479482,Some-college,Never-married,?,Own-child,White,Female,40,United-States,0,<=50K
67,Private,336163,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,24,United-States,0,<=50K
21,?,202989,Some-college,Never-married,?,Own-child,White,Male,80,United-States,0,<=50K
34,Private,290763,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Female,40,United-States,0,<=50K
52,Private,389270,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,36,United-States,0,<=50K
31,Private,178623,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,60,United-States,14084,>50K
17,Private,98209,11th,Never-married,Sales,Own-child,White,Female,10,United-States,0,<=50K
31,Self-emp-not-inc,37284,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,<=50K
27,Private,188519,HS-grad,Divorced,Sales,Own-child,White,Female,40,United-States,0,<=50K
36,?,128640,Some-college,Married-civ-spouse,?,Wife,White,Female,25,United-States,0,<=50K
33,State-gov,37070,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Canada,0,<=50K
26,Private,170786,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
52,Private,104501,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Germany,0,>50K
57,Private,62539,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,-1876,<=50K
46,Private,105444,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,>50K
51,Private,113045,Masters,Widowed,Exec-managerial,Unmarried,White,Male,40,United-States,15020,>50K
34,Private,96483,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,60,United-States,8614,>50K
44,Private,171615,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,<=50K
32,Private,154785,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,China,0,<=50K
58,State-gov,109567,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,United-States,0,>50K
22,Private,306593,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
28,Private,192932,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
21,Private,122322,Some-college,Never-married,Other-service,Own-child,White,Female,60,United-States,0,<=50K
36,Private,356824,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,United-States,0,<=50K
47,Self-emp-inc,192894,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,-1902,>50K
42,Private,153414,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,0,>50K
46,Private,224314,Bachelors,Widowed,Exec-managerial,Unmarried,White,Female,20,United-States,0,<=50K
54,Private,220115,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,30,United-States,0,<=50K
39,Private,110426,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,15024,>50K
31,Private,109917,7th-8th,Separated,Craft-repair,Not-in-family,White,Female,40,United-States,0,<=50K
25,Private,105930,HS-grad,Never-married,Other-service,Own-child,White,Female,40,United-States,0,<=50K
68,Private,121846,7th-8th,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,20,United-States,0,<=50K
37,Private,132702,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,United-States,0,<=50K
38,Private,174242,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,>50K
68,Private,192656,Some-college,Widowed,Craft-repair,Not-in-family,White,Male,10,United-States,0,<=50K
37,Private,212900,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
51,Self-emp-not-inc,32372,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,-1672,<=50K
57,Private,337001,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0,>50K
38,Private,65466,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,0,<=50K
47,Federal-gov,382532,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1887,>50K
18,Private,41794,11th,Never-married,Other-service,Own-child,White,Female,20,United-States,0,<=50K
38,Local-gov,73715,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,0,>50K
38,Private,87282,Assoc-voc,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,United-States,0,<=50K
25,Private,181814,HS-grad,Never-married,Craft-repair,Other-relative,White,Female,40,United-States,0,<=50K
28,State-gov,181776,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,-1876,<=50K
41,State-gov,118544,Some-college,Divorced,Other-service,Own-child,White,Male,12,United-States,0,<=50K
51,Self-emp-inc,183173,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0,>50K
45,Private,310260,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,>50K
51,Self-emp-inc,274948,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,<=50K
37,Local-gov,343052,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,0,<=50K
31,Private,188961,Assoc-acdm,Never-married,Tech-support,Own-child,White,Female,40,United-States,0,<=50K
33,Private,224258,7th-8th,Never-married,Farming-fishing,Not-in-family,White,Male,40,Mexico,0,>50K
33,Private,238246,HS-grad,Separated,Other-service,Not-in-family,White,Female,40,Germany,0,<=50K
44,Private,116358,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,United-States,0,>50K
43,Private,169628,Bachelors,Never-married,Sales,Unmarried,Black,Female,35,United-States,0,>50K
54,Private,175339,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,<=50K
23,Private,236804,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,30,United-States,0,<=50K
50,Private,193720,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,7688,>50K
39,State-gov,144860,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
28,Private,181008,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,England,0,>50K
21,?,253190,Some-college,Never-married,?,Own-child,White,Male,48,United-States,0,<=50K
37,Self-emp-not-inc,243587,Some-college,Separated,Other-service,Own-child,White,Female,40,Cuba,0,<=50K
44,Self-emp-not-inc,22933,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
59,Private,146391,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,>50K
34,Private,110476,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,<=50K
24,?,377725,Bachelors,Never-married,?,Not-in-family,White,Female,40,United-States,0,<=50K
49,Federal-gov,89334,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,<=50K
28,Private,212091,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,2580,<=50K
23,Private,37072,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,United-States,0,<=50K
45,Private,185385,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
33,Local-gov,169652,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,55,United-States,-1669,<=50K
31,State-gov,176185,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0,<=50K
54,Private,43269,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,>50K
41,State-gov,47902,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0,>50K
43,Private,118536,HS-grad,Divorced,Machine-op-inspct,Other-relative,Black,Male,40,United-States,0,<=50K
52,Private,148509,10th,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,45,?,0,<=50K
36,Private,174938,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,-1887,>50K
35,Private,104545,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,20,United-States,0,<=50K
70,Private,210673,10th,Widowed,Adm-clerical,Other-relative,White,Male,20,United-States,0,<=50K
49,Private,62546,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
20,Private,119665,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
46,Private,125487,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,<=50K
44,Self-emp-not-inc,296982,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48,?,0,<=50K
25,Private,163396,Some-college,Never-married,Tech-support,Not-in-family,Other,Female,40,United-States,0,<=50K
29,Local-gov,82393,HS-grad,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,45,United-States,-1590,<=50K
66,Self-emp-not-inc,240294,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,60,United-States,0,<=50K
33,Private,150324,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,<=50K
28,?,105598,11th,Never-married,?,Not-in-family,White,Male,40,Outlying-US(Guam-USVI-etc),-1762,<=50K
17,Private,181015,10th,Never-married,Other-service,Other-relative,White,Male,15,United-States,0,<=50K
42,State-gov,74334,Masters,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,>50K
35,Private,162302,Some-college,Never-married,Tech-support,Own-child,White,Female,32,United-States,0,<=50K
68,Private,99491,Some-college,Widowed,Other-service,Not-in-family,White,Female,20,United-States,0,<=50K
23,?,223019,Some-college,Never-married,?,Own-child,White,Female,35,United-States,0,<=50K
30,Private,90446,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,0,<=50K
41,Private,319366,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,Haiti,0,>50K
55,Private,205422,10th,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,0,<=50K
37,Private,100316,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,>50K
28,Private,278736,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,<=50K
44,Private,162643,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,43,United-States,0,<=50K
28,Private,101774,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,-1848,>50K
30,Private,162442,Some-college,Never-married,Craft-repair,Own-child,White,Female,40,United-States,0,<=50K
35,Private,266645,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
57,Private,80149,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Germany,-1977,>50K
39,Private,48063,12th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,United-States,0,<=50K
28,Local-gov,213195,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,>50K
45,Federal-gov,368947,Bachelors,Never-married,Protective-serv,Not-in-family,Black,Female,40,United-States,0,<=50K
34,Private,190151,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,42,United-States,0,<=50K
53,Private,151411,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
36,Self-emp-not-inc,118429,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,<=50K
51,Private,238481,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,United-States,-1902,>50K
38,State-gov,108293,Masters,Never-married,Prof-specialty,Other-relative,White,Female,40,United-States,0,<=50K
42,Self-emp-not-inc,64632,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,<=50K
55,Private,181974,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
23,Private,362623,10th,Married-civ-spouse,Other-service,Husband,White,Male,30,Mexico,-1573,<=50K
42,Self-emp-inc,96509,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,Taiwan,0,<=50K
34,Private,136331,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,<=50K
34,Private,353213,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,60,United-States,0,<=50K
23,?,99399,Some-college,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female,25,United-States,0,<=50K
20,Private,174714,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,<=50K
47,Private,264052,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,15024,>50K
33,Private,58305,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
64,Private,387669,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
28,Local-gov,216481,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
45,Self-emp-inc,271901,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,32,United-States,0,>50K
30,Private,197058,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
30,Private,248588,12th,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
60,Private,39263,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,35,United-States,3325,<=50K
40,Private,188291,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
31,?,233371,HS-grad,Married-civ-spouse,?,Wife,Black,Female,45,United-States,0,<=50K
57,State-gov,19520,Doctorate,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,0,<=50K
43,Private,163847,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0,>50K
40,Self-emp-not-inc,282678,Masters,Separated,Exec-managerial,Unmarried,White,Female,20,United-States,0,<=50K
25,Private,256545,Some-college,Never-married,Other-service,Not-in-family,White,Female,45,United-States,0,<=50K
47,Private,188694,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,15024,>50K
39,Private,184531,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
44,Private,146659,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,-1887,>50K
47,Self-emp-not-inc,192755,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,20,United-States,0,>50K
39,Private,393480,HS-grad,Separated,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,0,<=50K
26,Private,269060,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,<=50K
38,Private,49115,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,0,<=50K
27,Private,168107,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
34,Private,201156,11th,Never-married,Craft-repair,Not-in-family,White,Female,30,United-States,0,<=50K
41,Self-emp-inc,236021,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,15024,>50K
46,Self-emp-inc,283004,Assoc-voc,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,63,Thailand,0,<=50K
31,Local-gov,168906,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0,<=50K
44,Private,188436,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,0,<=50K
43,Private,346081,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,15024,>50K
22,Private,493034,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,United-States,0,<=50K
35,Private,276153,Bachelors,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,United-States,4650,<=50K
26,Private,61996,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,62,United-States,0,<=50K
36,Private,115700,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,<=50K
23,Private,193089,11th,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
29,Local-gov,116751,Assoc-voc,Divorced,Protective-serv,Unmarried,White,Male,56,United-States,0,<=50K
20,Private,174714,Some-college,Never-married,Prof-specialty,Own-child,White,Male,15,United-States,0,<=50K
37,Private,151835,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,>50K
49,Private,169760,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,0,>50K
28,Self-emp-inc,191129,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,65,United-States,0,>50K
24,Private,199426,Bachelors,Never-married,Other-service,Own-child,White,Female,30,United-States,0,<=50K
22,Private,136230,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,<=50K
18,Private,194897,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0,<=50K
20,Private,369677,10th,Separated,Sales,Not-in-family,White,Female,36,United-States,0,<=50K
34,Private,196385,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
38,Private,31053,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,<=50K
51,Private,158746,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,-1902,>50K
59,Private,97213,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,>50K
21,Private,32732,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,<=50K
44,Private,68748,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,0,<=50K
23,Private,180795,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,0,<=50K
49,Self-emp-not-inc,59612,10th,Divorced,Farming-fishing,Unmarried,White,Male,70,United-States,0,<=50K
51,Private,200576,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,63,United-States,0,<=50K
29,Self-emp-not-inc,104423,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,45,United-States,4386,>50K
35,Private,261293,Masters,Never-married,Sales,Not-in-family,White,Male,60,United-States,0,<=50K
31,Private,103435,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,>50K
46,Local-gov,274200,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
55,Local-gov,165695,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,40,United-States,0,<=50K
44,Self-emp-inc,60087,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,>50K
30,Private,202450,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
50,Federal-gov,289572,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,>50K
22,State-gov,311512,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,15,United-States,0,<=50K
63,Private,127363,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,12,United-States,0,<=50K
27,Private,267912,10th,Never-married,Handlers-cleaners,Unmarried,White,Male,40,Mexico,0,<=50K
61,?,175032,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,<=50K
36,Self-emp-inc,339116,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,40,?,0,<=50K
25,Private,252187,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,<=50K
34,Private,112212,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,-1485,<=50K
24,Private,229773,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,<=50K
45,Private,247379,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,<=50K
44,Private,168515,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,Germany,0,<=50K
49,Private,207772,HS-grad,Divorced,Tech-support,Unmarried,White,Male,40,United-States,0,<=50K
45,Private,162302,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,30,United-States,0,<=50K
60,Federal-gov,55621,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,0,<=50K
66,Self-emp-not-inc,219220,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,2653,<=50K
54,State-gov,137065,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,>50K
35,Private,143231,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,44,United-States,0,>50K
43,Private,972354,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,48,United-States,0,<=50K
28,Private,349751,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,2174,<=50K
42,Self-emp-not-inc,33795,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,<=50K
27,Private,160786,11th,Separated,Craft-repair,Not-in-family,White,Male,45,Germany,0,<=50K
62,Private,210935,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,0,<=50K
47,Local-gov,200808,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,Puerto-Rico,0,<=50K
49,Private,164200,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,<=50K
55,Self-emp-not-inc,141122,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,<=50K
36,Self-emp-inc,196554,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,0,>50K
22,Private,82393,9th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,40,Philippines,0,<=50K
25,Private,64671,1st-4th,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,0,<=50K
19,State-gov,37332,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,0,<=50K
46,Private,128645,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
20,Private,161962,Some-college,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,0,<=50K
64,Private,86837,Preschool,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,Philippines,0,<=50K
43,Self-emp-not-inc,215896,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,50,United-States,0,<=50K
49,Private,182862,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,7688,>50K
26,Self-emp-not-inc,318644,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,0,<=50K
28,Private,124685,Some-college,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,55,United-States,0,<=50K
29,Private,29974,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
27,Private,107458,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,<=50K
35,Private,143385,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
43,Private,116379,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,China,0,>50K
33,Self-emp-inc,40444,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
20,Private,217807,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,0,<=50K
48,Self-emp-inc,181307,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,>50K
18,Private,36882,12th,Never-married,Sales,Own-child,White,Female,20,United-States,0,<=50K
30,Private,155781,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,0,<=50K
29,Private,156266,Assoc-acdm,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,25,United-States,0,<=50K
44,Self-emp-inc,223881,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,?,0,>50K
25,Private,137951,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,30,United-States,0,<=50K
32,Private,154950,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,<=50K
40,Private,244945,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
29,Private,131310,Assoc-acdm,Never-married,Sales,Own-child,White,Female,40,United-States,0,<=50K
34,Private,554206,HS-grad,Separated,Transport-moving,Not-in-family,Black,Male,20,United-States,0,<=50K
27,Self-emp-not-inc,208406,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,>50K
35,Private,170263,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,<=50K
41,Private,165798,5th-6th,Divorced,Other-service,Unmarried,White,Female,40,Puerto-Rico,0,<=50K
32,Self-emp-not-inc,210926,11th,Separated,Handlers-cleaners,Unmarried,White,Female,40,Nicaragua,0,<=50K
